도서관명,시도명,시군구명,도서관유형,휴관일,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
방배2동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,18:00,16,12864,0,0,3,14,서울특별시 서초구 청두곶길 36,,02-2155-7785,,,booklove.seocho.go.kr,37.47977218,126.9855601,2016-09-12
방배3동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,18:00,10,4999,0,0,3,14,서울특별시 서초구 방배로10길 10-20,,02-2155-7823,,,booklove.seocho.go.kr,37.48031727,126.9990367,2016-09-12
방배4동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",13:00,17:00,6,10565,0,0,3,14,서울특별시 서초구 방배로27길 13,,02-2155-7851,,,booklove.seocho.go.kr,37.48961176,126.9913566,2016-09-12
양재1동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",10:00,17:00,24,12646,0,49,3,14,서울특별시 서초구 바우뫼로 41,,02-2155-7800,,,booklove.seocho.go.kr,37.47167178,127.02667,2016-09-12
양재2동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,18:00,28,11744,0,0,3,14,서울특별시 서초구 강남대로12길 44,,02-2155-7906,,,booklove.seocho.go.kr,37.47064403,127.0412842,2016-09-12
내곡동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,18:00,11,11492,0,0,3,14,서울특별시 서초구 염곡말길 9,,02-2155-7938,,,booklove.seocho.go.kr,37.46182487,127.0506972,2016-09-12
서초구청 작은도서관,서울특별시,서초구,작은도서관,법정공휴일,9:00,18:00,20,3146,0,0,3,14,서울특별시 서초구 남부순환로 2584,,02-2155-8552,,,,37.48362486,127.0326848,2016-09-12
서초어린이책마을,서울특별시,서초구,작은도서관,"""매월 셋째주 월요일, 매월 마지막일, 법정공휴일""",10:00,18:00,70,21569,12,154,3,14,서울특별시 서초구 반포대로 57,,02-3486-0737,,,www.scy.or.kr,37.48550663,127.010357,2016-09-12
서초1동 작은도서관,서울특별시,서초구,작은도서관,"""월요일, 법정공휴일, 주말""",9:00,18:00,6,12461,0,0,3,14,서울특별시 서초구 사임당로 89,,02-2155-7418,,,booklove.seocho.go.kr,37.49019072,127.019467,2016-09-12
서초2동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,17:50,40,9383,0,0,3,14,서울특별시 서초구 서초대로70길 51,,02-2155-7436,,,booklove.seocho.go.kr,37.492071,127.0249495,2016-09-12
서초3동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,18:00,10,15506,0,0,3,14,서울특별시 서초구 반포대로 58,,02-3472-7462,,,booklove.seocho.go.kr,37.48596062,127.0116551,2016-09-12
서초4동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,17:30,12,10945,0,0,3,14,서울특별시 서초구 서운로26길 3,,02-2155-7508,,,booklove.seocho.go.kr,37.50270703,127.0221709,2016-09-12
잠원동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,17:00,10,12457,0,0,3,14,서울특별시 서초구 나루터로 38,,02-2155-7556,,,booklove.seocho.go.kr,37.51496916,127.0139807,2016-09-12
반포본동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",9:00,18:00,33,14642,0,0,3,14,서울특별시 서초구 신반포로 10,,02-2155-7577,,,booklove.seocho.go.kr,37.50048461,126.9860944,2016-09-12
반포1동 작은도서관,서울특별시,서초구,작은도서관,"""법정공휴일, 주말""",10:00,17:00,30,17551,0,0,3,14,서울특별시 서초구 사평대로 273,,02-2155-7615,,,booklove.seocho.go.kr,37.50509422,127.0133771,2016-09-12
한아름도서관,경기도 수원시,팔달구,작은도서관,"""매주월요일, 국가지정 공휴일""",9:00,22:00,80,49803,68,1042,5,14,경기도 수원시 팔달구 권광로 293(인계동 333),수원시청소년육성재단,031-218-0420,555,555,http://sycc.suwonlib.go.kr,37.273631,127.035011,2016-08-31
사랑샘도서관,경기도 수원시,영통구,작은도서관,"""매주토,일요일, 국가지정공휴일""",9:00,18:00,63,25021,5,2942,3,14,경기도 수원시 영통구 창룡대로 255(이의동 1088-13),수원중앙복지재단,031-548-5660,7929,542,http://swlove.suwonlib.go.kr,37.295548,127.03605,2016-08-31
희망샘도서관,경기도 수원시,권선구,작은도서관,"""1,3주 일요일, 국가지정 공휴일""",9:00,22:00,137,36640,72,2133,5,14,경기도 수원시 권선구 매송고색로 620(고색동 905-11),수원YMCA,031-291-6944,417,417,http://swhope.suwonlib.go.kr,37.250232,126.975473,2016-08-31
반달어린이도서관,경기도 수원시,영통구,작은도서관,"""매주일요일, 국가지정 공휴일""",9:00,18:00,120,35811,20,322,3,14,경기도 수원시 영통구 반달로 45(영통동 1012-5),조계종수원사,031-201-8350,7193,428,http://bandal.suwonlib.go.kr,37.250685,127.077386,2016-08-31
화홍어린이도서관,경기도 수원시,팔달구,작은도서관,"""매주월요일, 국가지정 공휴일""",10:00,17:00,100,15986,9,703,3,14,"""경기도 수원시 팔달구 수원천로361(북수동 44-2, 유가심인당)""",대한불교진각종 유가심인당,031-254-2585,355,355,http://hwahong.suwonlib.go.kr/,37.285792,127.015002,2016-08-31
의정부1동 작은도서관,경기도,의정부시,작은도서관,매주 일요일 및 법정공휴일,9:00,18:00,29,14443,9,1,10,21,경기도 의정부시 가능로152번길 14 (의정부동),경기도 의정부시 의정부1동 주민센터,031-828-4117,1269.5,57.4,http://www.uilib.net,37.7464356,127.0475771,2016-05-16
의정부2동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,15,11422,8,0,10,21,경기도 의정부시 신흥로 275 (의정부동),경기도 의정부시 의정부2동 주민센터,031-828-4127,442.3,80,http://www.uilib.net,37.7407861,127.0427947,2016-05-16
의정부3동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,13,11477,0,0,10,21,경기도 의정부시 경의로 120 (의정부동),경기도 의정부시 의정부3동 주민센터,031-828-4506,1383.5,51.3,http://www.uilib.net,37.7327394,127.0489222,2016-05-16
호원1동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,20,14363,9,0,10,21,경기도 의정부시 평화로230번길 12-9 (호원동),경기도 의정부시 호원1동 주민센터,031-828-4289,1249.8,77,http://www.uilib.net,37.7120303,127.0487645,2016-05-16
장암동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,15,16080,9,0,10,21,경기도 의정부시 장곡로250번길 23 (장암동),경기도 의정부시 장암동 주민센터,031-828-4157,700,243.96,http://www.uilib.net,37.7264068,127.0542544,2016-05-16
신곡1동 작은도서관,경기도,의정부시,작은도서관,매주 일요일 및 법정공휴일,9:00,18:00,36,14507,15,0,10,21,경기도 의정부시 발곡로 17 (신곡동),경기도 의정부시 신곡1동 주민센터,031-828-4167,863.8,56,http://www.uilib.net,37.7314259,127.0568341,2016-05-16
신곡2동 작은도서관,경기도,의정부시,작은도서관,매주 일요일 및 법정공휴일,9:00,18:00,8,14206,9,0,10,21,경기도 의정부시 추동로23번길 7 (신곡동),경기도 의정부시 신곡2동 주민센터,031-828-4177,984.94,89.2,http://www.uilib.net,37.7436996,127.0579769,2016-05-16
송산1동 작은도서관,경기도,의정부시,작은도서관,매주 일요일 및 법정공휴일,9:00,18:00,36,14856,9,0,10,21,경기도 의정부시 민락로 13 (용현동),경기도 의정부시 송산1동 주민센터,031-828-4387,1592,129.6,http://www.uilib.net,37.7311817,127.0866851,2016-05-16
송산2동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,6,12790,9,0,10,21,경기도 의정부시 오목로 225번길 147 (민락동),경기도 의정부시 송산2동 주민센터,031-828-4527,750,95,http://www.uilib.net,37.745662,127.108841,2016-05-16
자금동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,25,14531,9,0,10,21,경기도 의정부시 거북로 13 (금오동),경기도 의정부시 자금동 주민센터,031-828-4197,1184,75.6,http://www.uilib.net,37.7502752,127.0582251,2016-05-16
가능1동 작은도서관,경기도,의정부시,작은도서관,매주 일요일 및 법정공휴일,9:00,18:00,36,10887,9,0,10,21,경기도 의정부시 신촌로 35 (가능동),경기도 의정부시 가능1동 주민센터,031-828-5860,1670,122,http://www.uilib.net,37.7505409,127.0384877,2016-05-16
가능2동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,9,12550,8,22,10,21,경기도 의정부시 의정로88번길 9 (가능동),경기도 의정부시 가능2동 주민센터,031-828-4217,349,51,http://www.uilib.net,37.7407992,127.0355109,2016-05-16
가능3동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,14,8858,5,0,10,21,경기도 의정부시 호국로1135번길 15 (가능동),경기도 의정부시 가능3동 주민센터,031-828-4956,495.7,33,http://www.uilib.net,37.7433988,127.0297364,2016-05-16
녹양동 작은도서관,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",9:00,18:00,17,15320,9,0,10,21,경기도 의정부시 진등로 21 (녹양동),경기도 의정부시 녹양동 주민센터,031-828-4237,770.7,99,http://www.uilib.net,37.7600465,127.0322732,2016-05-16
희망 Library Center,경기도,의정부시,작은도서관,"""매주 토,일요일 및 법정공휴일""",8:00,21:00,16,6802,0,0,10,21,경기도 의정부시 평화로 525 (의정부동),경기도 의정부시 지식정보센터,031-836-9721,0,44,http://www.uilib.net,37.7384318,127.0460187,2016-05-16
중산작은도서관,전라북도,전주시,작은도서관,"""매주월요일, 법정공휴일""",9:00,18:00,70,6797,0,0,4,14,전라북도 전주시 완산구 메너머4길 11,전라북도 전주시,063-714-2278,,738,,35.8248191,127.1215787,2016-08-31
모롱지작은도서관,전라북도,전주시,작은도서관,법정공휴일,9:00,18:00,60,12932,0,0,2,14,전라북도 전주시 완산구 서곡2길 29-6,전라북도 전주시,063-275-0061,,682,,35.8337154,127.1041557,2016-08-31
건지산숲속작은도서관,전라북도,전주시,작은도서관,"""매주월요일, 법정공휴일""",9:00,18:00,30,2109,0,0,0,0,전라북도 전주시 덕진구 인후동2가 산2-9,전라북도 전주시,063-714-2812,,50,,35.8586565,127.1316097,2016-08-31
행복나눔 작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 법정공휴일""",9:00,18:00,24,8013,29,0,2,14,전라북도 전주시 완산구 따박골5길 36,서원노인복지관,063-227-7483,,169,www.swsilver.org,35.8248191,127.1215787,2016-08-31
호성작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",10:00,18:00,30,11871,0,0,3,7,전라북도 전주시 덕진구 동부대로 869,주민자치위원회,063-245-9030,,370,http://blog.naver.com/khss0208,35.8636667,127.1495389,2016-08-31
꿈이있는나무작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 법정공휴일""",10:00,18:00,110,10055,0,0,2,7,전라북도 전주시 완산구 새터로 122-11,(사)물댄동산,063-229-6511,,347,,35.83512,127.12071,2016-08-31
인후문화의집 작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 법정공휴일""",10:00,18:00,40,6848,0,0,3,14,전라북도 전주시 덕진구 견훤로 290,인후문화의집,063-247-8800,,170,,35.8374646,127.1567226,2016-08-31
인후비전작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",10:00,18:00,32,12501,0,0,4,14,전라북도 전주시 덕진구 심방죽로 37,동현교회,063-245-0199,,201.24,,35.842834,127.148458,2016-08-31
효사랑푸른꿈작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 매주월요일, 법정공휴일""",9:00,18:00,45,7801,0,2,3,7,전라북도 전주시 완산구 용머리로 73(효자동1가),효사랑가족요양병원,063-229-6679,,138,http://libekas4.net/jsp/notice/notice_L.jsp?organ_code=10081,35.807023,127.1181607,2016-08-31
간납대작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",10:00,18:00,9,2645,0,0,3,7,전라북도 전주시 완산구 간납로 8-6,주민자치위원회,070-4503-5919,,50,,35.81655,127.15547,2016-08-31
우아문화의집 작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",9:00,18:00,50,4773,0,0,3,10,전라북도 전주시 덕진구 우아2길 25,우아문화의집,063-245-8455,,260,,35.8497499,127.1593601,2016-08-31
꿈밭장애인작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",9:00,18:00,13,4966,28,178,5,14,전라북도 전주시 완산구 백제대로 20-41,전주장애인종합복지관,063-229-0061,,237,jwcd.or.kr,35.7991041,127.1298484,2016-08-31
맑은누리작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 매주월요일, 법정공휴일""",9:00,18:00,45,5948,0,0,4,7,전라북도 전주시 완산구 태진로 15-14,전주청소년문화의집,070-8275-8774,982,1312,http://www.jeonju1318.or.kr/,35.822471,127.1369183,2016-08-31
평화꿈틀 작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 법정공휴일""",9:00,19:00,50,10127,0,0,2,7,전라북도 전주시 완산구 덕적골2길 25,평화사회복지관,063-285-4408,,179,www.welpeace.or.kr,35.796347,127.141436,2016-08-31
노송작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",9:00,18:00,40,11846,0,0,2,7,전라북도 전주시 완산구 관선1길 60,서원노인복지관,063-227-7481,,434,,35.8190417,127.157225,2016-08-31
꿈드리작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",10:00,18:00,50,8355,5,150,3,7,전라북도 전주시 완산구 삼천천변1길 32,남양아파트입주자대표회의,063-225-7338,,110,,35.7956674,127.1147279,2016-08-31
청아나루작은도서관,전라북도,전주시,작은도서관,"""매주월요일, 법정공휴일""",9:00,18:00,25,8192,48,0,2,7,전라북도 전주시 완산구 선너머2길 37,완산청소년문화의집,063-905-7720,,170,,35.814633,127.127255,2016-08-31
금호작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 법정공휴일""",9:30,18:00,24,7533,0,0,2,7,전라북도 전주시 완산구 효동3길 33,금호아파트입주자대표회의,063-286-2299,320.66,168.78,,35.80324,127.13048,2016-08-31
글마당작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",13:00,21:00,80,5780,0,0,2,7,전라북도 전주시 완산구 안행로 176,현대아파트입주자대표회의,070-4127-8015,,182,,35.81157,127.13227,2016-08-31
초록우산작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 법정공휴일""",10:00,18:00,24,12278,0,0,3,7,전라북도 전주시 완산구 흑석로 70,전북종합사회복지관,063-282-7230,,207,http://www.childfund-jeonbuk.or.kr/,35.798058,127.149537,2016-08-31
무지개작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 법정공휴일""",10:00,18:00,25,10587,0,0,2,14,전라북도 전주시 덕진구 덕용3길 7,전북인권교육센터,063-212-3696,,135,,35.8699719,127.077637,2016-08-31
팔복작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",14:00,20:00,74,11674,0,0,2,7,전라북도 전주시 덕진구 신복5길 6,팔복주민자치위원회,063-212-0210,,270,,35.85364,127.10624,2016-08-31
열린점자작은도서관,전라북도,전주시,작은도서관,"""1주3주 토요일, 매주일요일, 법정공휴일""",9:00,18:00,12,29165,0,19462,3,14,전라북도 전주시 덕진구 학산길 26-3,(사)전라북도시각장애인연합회,063-288-0046,628,298.92,http://vipdl.org/,35.8553879,127.092943,2016-08-31
큰나루작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 법정공휴일""",9:00,18:00,31,8830,0,0,2,7,전라북도 전주시 덕진구 중앙로 36,덕진노인복지회관,063-271-9336,,179,,35.8500904,127.120425,2016-08-31
덕진품애작은도서관,전라북도,전주시,작은도서관,"""매주일요일, 매주월요일, 법정공휴일""",10:00,19:00,23,4215,0,0,3,10,전라북도 전주시 덕진구 기린대로 541-11,덕진청소년문화의집,063-273-7660,,165,,35.8451605,127.1201715,2016-08-31
전주작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",9:00,18:00,20,10472,0,0,2,7,전라북도 전주시 완산구 덕적골2길 10,전주종합사회복지관,063-284-2733,,110,,35.79708,127.13971,2016-08-31
명주골작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",10:00,18:00,25,3426,0,0,3,7,전라북도 전주시 덕진구 백제대로 728,책읽기운동전북본부,063-247-9590,169,169,,35.845026,127.148612,2016-08-31
책마루작은도서관,전라북도,전주시,작은도서관,"""매주월요일, 법정공휴일""",10:00,18:00,106,30242,0,0,5,14,전라북도 전주시 덕진구 솔내2길 21,도서관을사랑하는도서관동무들,063-252-1612,995,995,,35.854445,127.121152,2016-08-31
전북대병원작은도서관,전라북도,전주시,작은도서관,"""매주토요일, 매주일요일, 법정공휴일""",8:30,17:30,6,12285,0,0,2,4,전라북도 전주시 덕진구 건지로 20,전북대학교 병원,063-250-1029,,122,,35.847187,127.140589,2016-08-31
솔올꿈나무작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,10:00,19:00,30,10890,0,0,3,7,강원도 강릉시 하슬라로 173(교동 주민센터2층),강원도 강릉시청,033-660-3787,2934.7,1430.03,http://www.gnslib.or.kr/,37.765609,128.874446,2016-05-31
성덕반딧불작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,9:00,22:00,49,19251,6,0,3,7,강원도 강릉시 강중길55(입암동),강원도 강릉시청,033-660-3260,668,392.6,http://www.gnslib.or.kr/,37.75602,128.907969,2016-05-31
LOHAS강릉작은도서관,강원도,강릉시,작은도서관,국가지정 공휴일,9:00,18:00,64,19715,8,0,3,7,강원도 강릉시 강릉대로 33(홍제동),강원도 강릉시청,033-640-5881,33760.98,660,http://www.gnslib.or.kr/,37.752448,128.875787,2016-05-31
어울림작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,9:00,22:00,103,13283,4,0,3,7,강원도 강릉시 성덕포남로149번길 42(포남동),강원도 강릉시청,033-660-3261,335,483.84,http://www.gnslib.or.kr/,37.763124,128.908307,2016-05-31
성남시장작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,10:00,19:00,12,2575,4,0,3,7,강원도 강릉시 중앙시장길 24-2(성남동),강원도 강릉시청,033-660-3266,121,178.36,http://www.gnslib.or.kr/,37.753741,128.89901,2016-05-31
문화작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,9:00,22:00,118,18931,7,0,3,7,강원도 강릉시 임영로155번길 18(홍제동),강원도 강릉시청,033-660-3264,1484,676.74,http://www.gnslib.or.kr/,37.754376,128.889762,2016-05-31
남산작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,9:00,22:00,29,8716,6,0,3,7,강원도 강릉시 강변로 194번길 21(내곡동),강원도 강릉시청,033-660-3265,128,170.28,http://www.gnslib.or.kr/,37.745705,128.891124,2016-05-31
하슬라작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,9:00,18:00,22,11389,4,0,3,7,강원도 강릉시 율곡로 2974(교동),강원도 강릉시청,033-660-3796,1918,155.31,http://www.gnslib.or.kr/,37.768135,128.892272,2016-05-31
강릉관아작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,9:00,18:00,20,5013,4,0,3,7,강원도 강릉시 경강로 2045 (명주동),강원도 강릉시청,033-660-3267,33058,87.5,http://www.gnslib.or.kr/,37.75195,128.891807,2016-05-31
옥거리작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,10:00,19:00,32,16386,10,0,3,7,강원도 강릉시 경강로 2157(옥천동) 한국자산관리공사 강원지역본부 1층,강원도 강릉시청,033-660-3262,1678.4,141.7,http://www.gnslib.or.kr/,37.758707,128.901125,2016-05-31
초당작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,9:00,18:00,56,9633,7,0,3,7,강원도 강릉시 연당길 116(초당동),강원도 강릉시청,033-640-4542,558,224.56,http://www.gnslib.or.kr/,37.787332,128.912116,2016-05-31
월대산작은도서관,강원도,강릉시,작은도서관,월요일 및 국가지정 공휴일,9:00,18:00,61,8349,5,0,3,7,강원도 강릉시 성덕포남로 80-21(입암동),강원도 강릉시청,033-640-4543,250,218.75,http://www.gnslib.or.kr/,37.763329,128.918217,2016-05-31
남가좌1동파랑새작은도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,48,5820,0,0,7,14,"""서울특별시 서대문구 모래내로15길 37, (남가좌동)""",서울특별시 서대문구청,02-330-8992,0,76,http//lib.sdm.or.kr,37.57438,126.9194,2016-10-28
북가좌1동 늘푸른열린작은도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,23,5403,0,0,7,14,"""서울특별시 서대문구 수색로 100-55, (북가좌동)""",서울특별시 서대문구청,02-330-8554,0,84,http://lib.sdm.or.kr,37.57448,126.9101,2016-10-28
북아현 북카페,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,35,6850,0,0,7,14,"""서울특별시 서대문구 북아현로 24, (북아현동)""",서울특별시 서대문구청,02-330-8672,0,90,http://lib.sdm.or.kr,37.56043,126.9569,2016-10-28
연희동 아이누리작은도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,39,12109,0,0,7,14,"""서울특별시 서대문구 증가로 13-10, (연희동)""",서울특별시 서대문구청,02-330-8775,0,160,http//lib.sdm.or.kr,37.57026,126.9309,2016-10-28
천연동 하늘샘작은도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,18,6081,0,0,7,14,"""서울특별시 서대문구 독립문로 27, (옥천동)""",서울특별시 서대문구청,02-3140-8334,0,165,http://lib.sdm.or.kr,37.57451,126.956,2016-10-28
충현동 알음알음작은도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,30,14253,0,0,7,14,"""서울특별시 서대문구 경기대로 40, (충정로3가)""",서울특별시 서대문구청,02-330-8164,0,106,http://lib.sdm.or.kr,37.56499,126.9626,2016-10-28
홍은1동 햇살도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,25,7417,0,0,7,14,"""서울특별시 서대문구 세검정로1길 45, (홍은동)""",서울특별시 서대문구청,02-330-8461,0,80,http//lib.sdm.or.kr,37.59397,126.956,2016-10-28
홍은2동 행복작은도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,25,7995,0,0,7,14,"""서울특별시 서대문구 모래내로 334, (홍은동)""",서울특별시 서대문구청,02-330-8788,0,91,http://lib.sdm.or.kr,37.58166,126.9341,2016-10-28
홍제1동 새싹작은도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,40,13159,0,0,7,14,"""서울특별시 서대문구 통일로27길 19, (홍제동)""",서울특별시 서대문구청,02-330-8663,0,125,http://lib.sdm.or.kr,37.58485,126.9484,2016-10-28
홍제2동 꿈이있는작은도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,26,7975,0,0,7,14,"""서울특별시 서대문구 통일로34길 27, (홍제동)""",서울특별시 서대문구청,02-330-8453,0,85,http//lib.sdm.or.kr,37.58805,126.949,2016-10-28
홍제3동 문화촌어린이도서관,서울특별시,서대문구,작은도서관,매주일요일,9:00,18:00,35,13904,0,0,7,14,"""서울특별시 서대문구 세검정로4길 32, (홍제동)""",서울특별시 서대문구청,02-330-8991,0,128,http://lib.sdm.or.kr,37.59567,126.9499,2016-10-28
인지작은도서관,충청남도,서산시,작은도서관,"""매주일,월요일, 국가지정공휴일""",9:00,18:00,30,"""9,738""",6,0,5,14,충청남도 서산시 인지면  둔당로 74-21(주민자치센터1층),충청남도 서산시청,070-8244-2588,673,82.65,http://www.smlib.or.kr,36.752892,126.425396,2016-07-20
부석작은도서관,충청남도,서산시,작은도서관,"""매주일,월요일, 국가지정공휴일""",9:00,18:00,50,"""10,502""",6,0,5,14,충청남도 서산시 부석면 취평2길 42-10(주민자치센터1층),충청남도 서산시청,070-4366-2588,"""4,120""",109.5,http://www.smlib.or.kr,36.714941,126.393513,2016-07-20
고북작은도서관,충청남도,서산시,작은도서관,"""매주일,월요일, 국가지정공휴일""",9:00,18:00,40,"""13,330""",7,0,5,14,충청남도 서산시 고북면 고북1로 294(고북면사무소2층),충청남도 서산시청,070-8668-0880,,153,http://www.smlib.or.kr,36.667087,126.533374,2016-07-20
태평1동,경기도,성남시,작은도서관,"""매주 일요일, 국가지정공휴일""",9:00,18:00,23,7893,0,0,6,14,경기도 성남시 수정구 모란로 88,주민센터,031-729-5993,,81,http://ct.snlib.net/snct/s_library/gong.asp?idx=2,37.44076399,127.1261627,2016-10-24
태평3동,경기도,성남시,작은도서관,"""매주 주말, 국가지정공휴일""",9:00,18:00,14,12502,0,0,6,14,경기도 성남시 수정구 남문로 54,주민센터,031-729-5936,,91,http://ct.snlib.net/snct/s_library/gong.asp?idx=3,37.44534077,127.1330728,2016-10-24
하늘달팽이,경기도,성남시,작은도서관,"""매주 일요일, 국가지정공휴일""",10:00,18:00,30,12486,0,0,6,14,경기도 성남시 수정구 양지로 35번길 4,양지제1 복지회관,070-8861-0574,,146,http://ct.snlib.net/snct/s_library/gong.asp?idx=11,37.4581018,127.1626179,2016-10-24
신흥1동,경기도,성남시,작은도서관,"""매주 일요일, 국가지정공휴일""",9:00,18:00,50,10014,0,0,6,14,경기도 성남시 수정구 신흥수정로 170번길 19-3,수정도서관,031-721-9561,,163,http://ct.snlib.net/snct/s_library/gong.asp?idx=51,,,2016-10-24
수진2동,경기도,성남시,작은도서관,"""매주 일요일, 국가지정공휴일""",9:00,18:00,30,12538,0,0,6,14,경기도 성남시 수정구 성남대로 1204,주민센터,031-729-5931,,36,http://ct.snlib.net/snct/s_library/gong.asp?idx=62,37.43731572,127.1287467,2016-10-24
신흥3동,경기도,성남시,작은도서관,"""매주 일요일, 국가지정공휴일""",9:00,18:00,24,3655,0,0,3,7,경기도 성남시 수정구 공원로 349번길8,주민센터,031-729-5657,,75,http://ct.snlib.net/snct/s_library/gong.asp?idx=64,37.44353073,127.1488541,2016-10-24
양지동,경기도,성남시,작은도서관,"""매주 주말, 국가지정공휴일""",9:00,18:00,15,3500,0,0,0,0,경기도 성남시 수정구 산성대로 483,주민센터,031-729-5933,,118,http://ct.snlib.net/snct/s_library/gong.asp?idx=111,37.45490007,127.1609609,2016-10-24
태평4동,경기도,성남시,작은도서관,"""매주 일요일, 국가지정공휴일""",9:00,18:00,8,3110,0,0,3,7,경기도 성남시 수정구 남문로 132,주민센터,031-729-5737,,40,http://ct.snlib.net/snct/s_library/gong.asp?idx=112,37.44794765,127.1413951,2016-10-24
시흥동,경기도,성남시,작은도서관,"""매주 주말, 국가지정공휴일""",9:00,18:00,12,1760,0,0,3,14,"""경기도 성남시 수정구 여수대로 556번길 6, 2층""",주민센터,031-729-5915,,72,http://ct.snlib.net/snct/s_library/gong.asp?idx=65,,,2016-10-24
